question_0,imageurl_0,question_id_0,question_1,imageurl_1,question_id_1,question_2,imageurl_2,question_id_2,question_3,imageurl_3,question_id_3,question_4,imageurl_4,question_id_4,question_5,imageurl_5,question_id_5,question_6,imageurl_6,question_id_6,question_7,imageurl_7,question_id_7
Is that sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2384642.jpg,12845913,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2363905.jpg,04580196,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2401955.jpg,09614539,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2371760.jpg,03407261,Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2361439.jpg,16929602,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393446.jpg,061055573,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2400393.jpg,18663913,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2359170.jpg,1160807
Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2386811.jpg,19560807,Does the sky seem to be cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2317765.jpg,13201669,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2341871.jpg,09899854,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2406968.jpg,0481520,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2347236.jpg,01259738,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2379637.jpg,10647976,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2329562.jpg,01194305,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2390970.jpg,10933436
Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/4897.jpg,03520468,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2374178.jpg,08967697,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2409000.jpg,03261968,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2398164.jpg,041021129,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2401249.jpg,10202233,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2318284.jpg,14818273,Is the weather cloudy in this picture?,http://ugrad.cs.jhu.edu/~jgualla1/images/2327705.jpg,18600440,Does that sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2410128.jpg,01343848
Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2324014.jpg,04959938,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2327398.jpg,15135114,Is the weather cloudy today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2379524.jpg,0316318,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2385481.jpg,181020991,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2324445.jpg,06895636,Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2365581.jpg,00244723,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2386047.jpg,11799502,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2334759.jpg,13567899
Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2389102.jpg,1834028,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2399909.jpg,04479524,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2391685.jpg,07940297,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2369432.jpg,10742195,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2398401.jpg,02785249,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2395732.jpg,02633919,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393132.jpg,01858389,Does the small window seem to be cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/1160040.jpg,12249025
Is it cloudy today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2395600.jpg,01606246,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2410986.jpg,16800840,Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2383870.jpg,10272813,Is that sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2354557.jpg,06376876,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/1742.jpg,121041674,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2358753.jpg,0177137,Is the weather cloudy today?,http://ugrad.cs.jhu.edu/~jgualla1/images/3238.jpg,11618976,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/1421.jpg,08519443
Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2368384.jpg,18991055,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2384391.jpg,01689349,Is it cloudy in the image?,http://ugrad.cs.jhu.edu/~jgualla1/images/2358716.jpg,18398033,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2373975.jpg,05898165,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2334489.jpg,11764598,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2395628.jpg,14496069,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2378273.jpg,04723931,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2415053.jpg,0599153
Is it cloudy today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2372833.jpg,01890553,Is that sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2343691.jpg,09128594,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2377657.jpg,02561219,Do the mountains look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2407152.jpg,12265937,Does that sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2409484.jpg,05386379,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2357125.jpg,05631804,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2363223.jpg,03612576,Is it cloudy today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2416348.jpg,15365197
Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2397820.jpg,181001143,Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2318421.jpg,07357281,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/4343.jpg,09347053,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2386811.jpg,19560807,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2365581.jpg,00244721,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2391757.jpg,16160223,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2410472.jpg,06991628,Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2405227.jpg,10130708
Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2402044.jpg,07650382,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/988.jpg,16734990,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2391049.jpg,00729150,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404198.jpg,15281263,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2397948.jpg,08185030,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2381632.jpg,03301177,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2383943.jpg,14536755,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2373975.jpg,05898164
Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2379118.jpg,01801741,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2392331.jpg,18330251,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2346094.jpg,19609206,Does that sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2413159.jpg,14480290,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2318284.jpg,14818274,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2412027.jpg,17800924,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2362708.jpg,19355356,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2415053.jpg,0599152
Is the weather cloudy today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2376358.jpg,18528860,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/1421.jpg,08519412,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2345752.jpg,09623661,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2401595.jpg,14274601,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2338378.jpg,01329190,Does the gray sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2359170.jpg,1160808,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2350568.jpg,0760504,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2411372.jpg,10472933
Is the weather cloudy today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2318140.jpg,12642415,Does the window look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2354077.jpg,16581449,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/285993.jpg,12968922,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2392303.jpg,02185059,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2352072.jpg,09245245,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/498259.jpg,16547556,Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380767.jpg,1016802,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2381612.jpg,16447753
Does that sky seem to be cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393365.jpg,09483850,Is the weather cloudy in this scene?,http://ugrad.cs.jhu.edu/~jgualla1/images/2371231.jpg,19780583,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2341542.jpg,16565379,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2375157.jpg,0389882,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2378669.jpg,09663309,Is the weather cloudy today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2396304.jpg,16371805,Is the weather cloudy in this image?,http://ugrad.cs.jhu.edu/~jgualla1/images/2383870.jpg,10272793,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2387159.jpg,121017392
Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2362253.jpg,00668087,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2382216.jpg,05458368,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2324557.jpg,12247890,Is that sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2322133.jpg,10591229,Is the weather cloudy in the image?,http://ugrad.cs.jhu.edu/~jgualla1/images/2348055.jpg,07804979,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2369432.jpg,10742212,Is it cloudy in the image?,http://ugrad.cs.jhu.edu/~jgualla1/images/2391049.jpg,00728863,Does the sky seem to be cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2328977.jpg,10584714
Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2409484.jpg,05386378,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2322031.jpg,10672663,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2396295.jpg,15993950,Is that sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2413159.jpg,14480291,Is the weather cloudy today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2397397.jpg,12879666,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2406339.jpg,11976402,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2377817.jpg,01281287,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2381540.jpg,13772015
Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2397910.jpg,19321407,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2365628.jpg,13141868,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2412048.jpg,05537168,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380663.jpg,08207180,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2396304.jpg,16371832,Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2358541.jpg,07817704,Is that sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404259.jpg,14457213,Is the weather cloudy today?,http://ugrad.cs.jhu.edu/~jgualla1/images/2377037.jpg,031050247
Is it cloudy in the picture?,http://ugrad.cs.jhu.edu/~jgualla1/images/2391721.jpg,02932769,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2336511.jpg,19548855,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2413693.jpg,14727311,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2391664.jpg,05710081,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2407151.jpg,12266575,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393639.jpg,18554586,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/1592228.jpg,13613683,Does the gray sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404198.jpg,15281320
Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2378123.jpg,1013359,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380663.jpg,08207180,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2406090.jpg,13136933,Does the sky that looks blue look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2345347.jpg,051005610,Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2350568.jpg,0761186,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404086.jpg,18236307,Does the gray sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2358716.jpg,18398186,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2361038.jpg,07272421
Is the window cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2369078.jpg,06441997,Does the gray sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2379159.jpg,15545591,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404925.jpg,021015348,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2399471.jpg,02513163,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2345474.jpg,03453949,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2339791.jpg,15638372,Does that sky seem to be cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393365.jpg,09483850,Is the weather cloudy in this image?,http://ugrad.cs.jhu.edu/~jgualla1/images/2324417.jpg,061042452
Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2371719.jpg,13497745,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380419.jpg,09608890,Is it cloudy in the picture?,http://ugrad.cs.jhu.edu/~jgualla1/images/713765.jpg,03477992,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2400393.jpg,18663913,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2379159.jpg,15545590,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2370621.jpg,10369085,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2388927.jpg,09321156,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2341449.jpg,01612972
Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2391612.jpg,12636340,Does the sky seem to be cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2368384.jpg,18991057,Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2409764.jpg,10353680,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/1925.jpg,02333680,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2384150.jpg,1293717,Does the sky that looks thick look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2319231.jpg,0447683,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2383086.jpg,1325663,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2329411.jpg,07450378
Does the blue sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2318396.jpg,02996044,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2406656.jpg,07918931,Does the sky seem to be cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2338875.jpg,071059495,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2345600.jpg,15836253,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2392303.jpg,02185059,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2403831.jpg,04735942,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2347289.jpg,021003734,Is the weather cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2409316.jpg,03248796
Does the sky seem to be cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2340531.jpg,07597604,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2395794.jpg,05353479,Does the gray sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2363334.jpg,13561335,Does the glass window seem to be cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2352611.jpg,15585830,Does the white sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2344492.jpg,0945497,Does the sky look cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2372217.jpg,10193021,Is the sky cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/1592305.jpg,19743195,Is it cloudy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2395165.jpg,12361238
