question_0,imageurl_0,question_1,imageurl_1,question_2,imageurl_2,question_3,imageurl_3,question_4,imageurl_4,question_5,imageurl_5,question_6,imageurl_6,question_7,imageurl_7
Does the vintage vehicle look new?,ugrad.cs.jhu.edu/~jgualla1/images/2322704.jpg,Does the tire look new?,ugrad.cs.jhu.edu/~jgualla1/images/2318283.jpg,Does the stove look new?,ugrad.cs.jhu.edu/~jgualla1/images/2396671.jpg,Does this table look new?,ugrad.cs.jhu.edu/~jgualla1/images/2415204.jpg,Is that house new?,ugrad.cs.jhu.edu/~jgualla1/images/2365882.jpg,Is the oven new?,ugrad.cs.jhu.edu/~jgualla1/images/2403994.jpg,Is the oven new?,ugrad.cs.jhu.edu/~jgualla1/images/2403994.jpg,Is that tire new?,ugrad.cs.jhu.edu/~jgualla1/images/2404484.jpg
Does the stove look new?,ugrad.cs.jhu.edu/~jgualla1/images/2408373.jpg,Does that house look new?,ugrad.cs.jhu.edu/~jgualla1/images/2385589.jpg,Does this table look new?,ugrad.cs.jhu.edu/~jgualla1/images/2415204.jpg,Does the train that looks gray look new?,ugrad.cs.jhu.edu/~jgualla1/images/2366268.jpg,Does the car look new?,ugrad.cs.jhu.edu/~jgualla1/images/2391114.jpg,Does the white toilet look new?,ugrad.cs.jhu.edu/~jgualla1/images/2401556.jpg,Is the bench new?,ugrad.cs.jhu.edu/~jgualla1/images/2356670.jpg,Does the tire look new?,ugrad.cs.jhu.edu/~jgualla1/images/2404484.jpg
Does the fridge look new?,ugrad.cs.jhu.edu/~jgualla1/images/2328963.jpg,Do the shoes look new?,ugrad.cs.jhu.edu/~jgualla1/images/150391.jpg,Is the train new?,ugrad.cs.jhu.edu/~jgualla1/images/2399900.jpg,Does the oven look new?,ugrad.cs.jhu.edu/~jgualla1/images/2413600.jpg,Is the cell phone new?,ugrad.cs.jhu.edu/~jgualla1/images/2388009.jpg,Is this a new train?,ugrad.cs.jhu.edu/~jgualla1/images/2322704.jpg,Is this a new truck?,ugrad.cs.jhu.edu/~jgualla1/images/2392643.jpg,Is this a new bike?,ugrad.cs.jhu.edu/~jgualla1/images/2376775.jpg
Is the bench new?,ugrad.cs.jhu.edu/~jgualla1/images/2355875.jpg,Does the blue vehicle look new?,ugrad.cs.jhu.edu/~jgualla1/images/2361439.jpg,Is the sink new?,ugrad.cs.jhu.edu/~jgualla1/images/2333341.jpg,Does the tool that looks brown look new?,ugrad.cs.jhu.edu/~jgualla1/images/2404504.jpg,Is the car new?,ugrad.cs.jhu.edu/~jgualla1/images/2391114.jpg,Does the stove look new?,ugrad.cs.jhu.edu/~jgualla1/images/2408373.jpg,Does that window look new?,ugrad.cs.jhu.edu/~jgualla1/images/2330986.jpg,Does the bike seem to be new?,ugrad.cs.jhu.edu/~jgualla1/images/2398893.jpg
Is the house new?,ugrad.cs.jhu.edu/~jgualla1/images/2376957.jpg,Does the mobile phone look new?,ugrad.cs.jhu.edu/~jgualla1/images/2385859.jpg,Is this a new bench?,ugrad.cs.jhu.edu/~jgualla1/images/2367706.jpg,Is this bench new?,ugrad.cs.jhu.edu/~jgualla1/images/2386254.jpg,Does the shoe look new?,ugrad.cs.jhu.edu/~jgualla1/images/2336308.jpg,Does the vehicle at the station look new?,ugrad.cs.jhu.edu/~jgualla1/images/2399900.jpg,Does the oven look new?,ugrad.cs.jhu.edu/~jgualla1/images/2403994.jpg,Does this train look new?,ugrad.cs.jhu.edu/~jgualla1/images/2322704.jpg
Is that tire new?,ugrad.cs.jhu.edu/~jgualla1/images/2404484.jpg,Does the window look new?,ugrad.cs.jhu.edu/~jgualla1/images/2330986.jpg,Is this a new house?,ugrad.cs.jhu.edu/~jgualla1/images/2394108.jpg,Is this a new table?,ugrad.cs.jhu.edu/~jgualla1/images/2401863.jpg,Is the train new?,ugrad.cs.jhu.edu/~jgualla1/images/2379293.jpg,Is the train new?,ugrad.cs.jhu.edu/~jgualla1/images/2379293.jpg,Is this a new bus?,ugrad.cs.jhu.edu/~jgualla1/images/2405250.jpg,Does the long vehicle look new?,ugrad.cs.jhu.edu/~jgualla1/images/45.jpg
Does the white vehicle seem to be new?,ugrad.cs.jhu.edu/~jgualla1/images/2329521.jpg,Is this a new oven?,ugrad.cs.jhu.edu/~jgualla1/images/2413600.jpg,Is the sink new?,ugrad.cs.jhu.edu/~jgualla1/images/2333341.jpg,Does the device that looks gray look new?,ugrad.cs.jhu.edu/~jgualla1/images/2397154.jpg,Does the sink look new?,ugrad.cs.jhu.edu/~jgualla1/images/2333341.jpg,Does the wood bench look new?,ugrad.cs.jhu.edu/~jgualla1/images/2403830.jpg,Does the vintage vehicle look new?,ugrad.cs.jhu.edu/~jgualla1/images/2385697.jpg,Is the shop new?,ugrad.cs.jhu.edu/~jgualla1/images/2376775.jpg
Is this bench new?,ugrad.cs.jhu.edu/~jgualla1/images/2386254.jpg,Is the train new?,ugrad.cs.jhu.edu/~jgualla1/images/2322704.jpg,Does the bike seem to be new?,ugrad.cs.jhu.edu/~jgualla1/images/2398893.jpg,Does the red vehicle look new?,ugrad.cs.jhu.edu/~jgualla1/images/2402625.jpg,Does the mobile phone look new?,ugrad.cs.jhu.edu/~jgualla1/images/2385859.jpg,Is this a new television?,ugrad.cs.jhu.edu/~jgualla1/images/2397154.jpg,Is the bike new?,ugrad.cs.jhu.edu/~jgualla1/images/2398893.jpg,Does that train look new?,ugrad.cs.jhu.edu/~jgualla1/images/2417245.jpg
Is this a new train?,ugrad.cs.jhu.edu/~jgualla1/images/2399900.jpg,Is the table new?,ugrad.cs.jhu.edu/~jgualla1/images/2401863.jpg,Does the black train look new?,ugrad.cs.jhu.edu/~jgualla1/images/2378614.jpg,Is the SUV new?,ugrad.cs.jhu.edu/~jgualla1/images/45.jpg,Is this a new bus?,ugrad.cs.jhu.edu/~jgualla1/images/2365270.jpg,Does the car look new?,ugrad.cs.jhu.edu/~jgualla1/images/2402625.jpg,Is the tire new?,ugrad.cs.jhu.edu/~jgualla1/images/2318283.jpg,Is this a new house?,ugrad.cs.jhu.edu/~jgualla1/images/2394108.jpg
Is the car new?,ugrad.cs.jhu.edu/~jgualla1/images/2402625.jpg,Is this a new bench?,ugrad.cs.jhu.edu/~jgualla1/images/2355875.jpg,Does the device that looks gray look new?,ugrad.cs.jhu.edu/~jgualla1/images/2397154.jpg,Is this a new train?,ugrad.cs.jhu.edu/~jgualla1/images/2378614.jpg,Does the wood bench look new?,ugrad.cs.jhu.edu/~jgualla1/images/2372121.jpg,Does the train look new?,ugrad.cs.jhu.edu/~jgualla1/images/2417245.jpg,Is this a new train?,ugrad.cs.jhu.edu/~jgualla1/images/2364283.jpg,Does the shop look new?,ugrad.cs.jhu.edu/~jgualla1/images/2376775.jpg
Is that truck new?,ugrad.cs.jhu.edu/~jgualla1/images/2392643.jpg,Is the car new?,ugrad.cs.jhu.edu/~jgualla1/images/2385697.jpg,Is this a new oven?,ugrad.cs.jhu.edu/~jgualla1/images/2403994.jpg,Does the car look new?,ugrad.cs.jhu.edu/~jgualla1/images/2361439.jpg,Does the stove look new?,ugrad.cs.jhu.edu/~jgualla1/images/2387183.jpg,Does the red vehicle look new?,ugrad.cs.jhu.edu/~jgualla1/images/2402625.jpg,Is that a new table?,ugrad.cs.jhu.edu/~jgualla1/images/2415204.jpg,Is this a new bench?,ugrad.cs.jhu.edu/~jgualla1/images/2386254.jpg
Is that a new train?,ugrad.cs.jhu.edu/~jgualla1/images/2405831.jpg,Does the wood table look new?,ugrad.cs.jhu.edu/~jgualla1/images/2415204.jpg,Is that window new?,ugrad.cs.jhu.edu/~jgualla1/images/2330986.jpg,Is that window new?,ugrad.cs.jhu.edu/~jgualla1/images/2330986.jpg,Does the vehicle at the station look new?,ugrad.cs.jhu.edu/~jgualla1/images/2364283.jpg,Does the sink look new?,ugrad.cs.jhu.edu/~jgualla1/images/2407766.jpg,Is the shop new?,ugrad.cs.jhu.edu/~jgualla1/images/2360722.jpg,Is the car new?,ugrad.cs.jhu.edu/~jgualla1/images/2361439.jpg
Is the tire new?,ugrad.cs.jhu.edu/~jgualla1/images/2318283.jpg,Does the black truck look new?,ugrad.cs.jhu.edu/~jgualla1/images/2382494.jpg,Is the TV new?,ugrad.cs.jhu.edu/~jgualla1/images/2349334.jpg,Is the fence new?,ugrad.cs.jhu.edu/~jgualla1/images/2410256.jpg,Is the mattress new?,ugrad.cs.jhu.edu/~jgualla1/images/2397563.jpg,Is the table new?,ugrad.cs.jhu.edu/~jgualla1/images/2401863.jpg,Is this train new?,ugrad.cs.jhu.edu/~jgualla1/images/2405831.jpg,Is the train new?,ugrad.cs.jhu.edu/~jgualla1/images/2378614.jpg
Does the book look new?,ugrad.cs.jhu.edu/~jgualla1/images/2384623.jpg,Is the bus new?,ugrad.cs.jhu.edu/~jgualla1/images/2365270.jpg,Is the mobile phone new?,ugrad.cs.jhu.edu/~jgualla1/images/2385859.jpg,Does the train look new?,ugrad.cs.jhu.edu/~jgualla1/images/2399900.jpg,Is the car new?,ugrad.cs.jhu.edu/~jgualla1/images/2361439.jpg,Is this a new car?,ugrad.cs.jhu.edu/~jgualla1/images/2337091.jpg,Is that a new bus?,ugrad.cs.jhu.edu/~jgualla1/images/2377551.jpg,Is the TV new?,ugrad.cs.jhu.edu/~jgualla1/images/2352325.jpg
Is this a new bus?,ugrad.cs.jhu.edu/~jgualla1/images/2365270.jpg,Is this a new bus?,ugrad.cs.jhu.edu/~jgualla1/images/2405250.jpg,Does the vehicle that looks brown look new?,ugrad.cs.jhu.edu/~jgualla1/images/2340593.jpg,Does the car look new?,ugrad.cs.jhu.edu/~jgualla1/images/2337091.jpg,Does the open book look new?,ugrad.cs.jhu.edu/~jgualla1/images/2356442.jpg,Does the truck look new?,ugrad.cs.jhu.edu/~jgualla1/images/2408760.jpg,Is this a new car?,ugrad.cs.jhu.edu/~jgualla1/images/2385697.jpg,Does the stove look new?,ugrad.cs.jhu.edu/~jgualla1/images/2396671.jpg
Does the blue vehicle look new?,ugrad.cs.jhu.edu/~jgualla1/images/2361439.jpg,Is this a new oven?,ugrad.cs.jhu.edu/~jgualla1/images/2403994.jpg,Does the truck look new?,ugrad.cs.jhu.edu/~jgualla1/images/2382779.jpg,Is the bus new?,ugrad.cs.jhu.edu/~jgualla1/images/2377551.jpg,Does the white SUV look new?,ugrad.cs.jhu.edu/~jgualla1/images/45.jpg,Is the fence new?,ugrad.cs.jhu.edu/~jgualla1/images/2410256.jpg,Is this train new?,ugrad.cs.jhu.edu/~jgualla1/images/2340593.jpg,Is the window new?,ugrad.cs.jhu.edu/~jgualla1/images/2380573.jpg
Is the sink new?,ugrad.cs.jhu.edu/~jgualla1/images/2362052.jpg,Does this truck look new?,ugrad.cs.jhu.edu/~jgualla1/images/2392643.jpg,Is the shop new?,ugrad.cs.jhu.edu/~jgualla1/images/2376775.jpg,Is this car new?,ugrad.cs.jhu.edu/~jgualla1/images/2337091.jpg,Is the window new?,ugrad.cs.jhu.edu/~jgualla1/images/2367013.jpg,Is the cell phone new?,ugrad.cs.jhu.edu/~jgualla1/images/2388009.jpg,Is this a new bike?,ugrad.cs.jhu.edu/~jgualla1/images/2376775.jpg,Does the window look new?,ugrad.cs.jhu.edu/~jgualla1/images/2380573.jpg
Does the sink that looks white look new?,ugrad.cs.jhu.edu/~jgualla1/images/2362052.jpg,Does the sink look new?,ugrad.cs.jhu.edu/~jgualla1/images/2407766.jpg,Is the truck new?,ugrad.cs.jhu.edu/~jgualla1/images/2382779.jpg,Does the red vehicle look new?,ugrad.cs.jhu.edu/~jgualla1/images/2374714.jpg,Is the car new?,ugrad.cs.jhu.edu/~jgualla1/images/2385697.jpg,Does the vehicle that looks brown look new?,ugrad.cs.jhu.edu/~jgualla1/images/2340593.jpg,Does the white toilet look new?,ugrad.cs.jhu.edu/~jgualla1/images/2401556.jpg,Is this car new?,ugrad.cs.jhu.edu/~jgualla1/images/2337091.jpg
