question_0,imageurl_0,question_1,imageurl_1,question_2,imageurl_2,question_3,imageurl_3,question_4,imageurl_4,question_5,imageurl_5,question_6,imageurl_6,question_7,imageurl_7
Is the sidewalk sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406035.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2396994.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2352072.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403880.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2382140.jpg,Does the purple sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403189.jpg,Is the weather sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2318983.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2349263.jpg
Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2356440.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2391664.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2389387.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2411995.jpg,Is that sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2390130.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2315386.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2315386.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2364317.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2345474.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2402683.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2343718.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2371457.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2410986.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406204.jpg,Does the sidewalk look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406035.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2389387.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2406339.jpg,Does the blue sky seem to be sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2393365.jpg,Does the blue sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408282.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2397439.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/3623.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2409323.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2410860.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2343718.jpg
Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357229.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2340180.jpg,Does the window look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400861.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405819.jpg,Does the window look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2356576.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2413405.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2320074.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2345752.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2335922.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400554.jpg,Does the blue sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2566.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2407828.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2392742.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/150439.jpg,Does the sky seem to be sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403570.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2366773.jpg
Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2401770.jpg,Is it sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2371457.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2374552.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2360947.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2411180.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2382808.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2416959.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2375100.jpg
Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2321951.jpg,Is it sunny in the scene?,ugrad.cs.jhu.edu/~jgualla1/images/2409858.jpg,Does the blue sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2410304.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2343718.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2415053.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2416959.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2404793.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2362365.jpg
Is the ground sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2375020.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2368683.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2414415.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2387159.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2368800.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405830.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2317753.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357837.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2411180.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2381600.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2381600.jpg,Is the weather sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2318983.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357600.jpg,Is it sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2335859.jpg,Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/1159372.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2364317.jpg,Is the weather sunny in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/2399777.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405983.jpg,Is the window sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2356442.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2345474.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2388260.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2350854.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2328273.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/838.jpg,Is that sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2368683.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2328788.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2368800.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/3238.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400752.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2365726.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2382808.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2404198.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2374359.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2389387.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357684.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405819.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2407828.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,Is it sunny in the image?,ugrad.cs.jhu.edu/~jgualla1/images/2382258.jpg
Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/150297.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2385218.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2377863.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/713765.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2387159.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2413698.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2343874.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2392742.jpg
Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2396744.jpg,Does the window look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2356576.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/838.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405819.jpg,Is the window sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2356442.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403880.jpg,Is the weather sunny in this photo?,ugrad.cs.jhu.edu/~jgualla1/images/2390681.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2383870.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2396304.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408182.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2415340.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/45.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2392114.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405983.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2401364.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2352072.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2391685.jpg,Does this kite look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2395165.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2404198.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2350568.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2394974.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405006.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2368037.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2411488.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2345347.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,Is it sunny in the image?,ugrad.cs.jhu.edu/~jgualla1/images/2410472.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2374552.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2321951.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2385481.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2397743.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2394877.jpg
Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400768.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2358947.jpg,Is the window sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400861.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2391082.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405819.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2328788.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2368800.jpg,Is it sunny in the image?,ugrad.cs.jhu.edu/~jgualla1/images/2410472.jpg
Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2401710.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2392114.jpg,Is that sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2390130.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2335922.jpg,Does the bright sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400554.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2320074.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2343874.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2398699.jpg
Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2317262.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2317753.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/838.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2377863.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2369515.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/150297.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408312.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2336511.jpg
Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2415053.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2362365.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2411995.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403189.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357837.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2380732.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2396744.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2352072.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2375100.jpg,Does this picture look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2402683.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2391082.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2566.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357229.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2354443.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408282.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2371457.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2361775.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2358716.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2345752.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2396994.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2368683.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2414415.jpg,Does the sky seem to be sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2414164.jpg
Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2389694.jpg,Does the sky that is gray look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2390130.jpg,Is the weather sunny in this image?,ugrad.cs.jhu.edu/~jgualla1/images/2410596.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/45.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2315386.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2393365.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2343718.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2350854.jpg
Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2349328.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2332958.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2379216.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2388260.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2401710.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2371457.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2335922.jpg,Does the sky that looks gray look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403683.jpg
Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2413698.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2389387.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2404793.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2371760.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2335922.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2350854.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2401364.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357600.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/838.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/838.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2409623.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2332958.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2333723.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2349263.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2414415.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403189.jpg
Is the weather sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2409694.jpg,Is the grass sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2403364.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2411372.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2354301.jpg,Is it sunny today?,ugrad.cs.jhu.edu/~jgualla1/images/2406339.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/713765.jpg,Does that sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2358947.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2394877.jpg
Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2405983.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2388919.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2410860.jpg,Does the gray sky seem to be sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408182.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2411995.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2408182.jpg,Is the sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2400554.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2404198.jpg
Is that sky sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2357600.jpg,Does the sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2328788.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2377817.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2358947.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2350854.jpg,Is it sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2317262.jpg,Is the weather sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2396300.jpg,Does the gray sky look sunny?,ugrad.cs.jhu.edu/~jgualla1/images/2326372.jpg
