question_0,imageurl_0,question_id_0,question_1,imageurl_1,question_id_1,question_2,imageurl_2,question_id_2,question_3,imageurl_3,question_id_3,question_4,imageurl_4,question_id_4,question_5,imageurl_5,question_id_5,question_6,imageurl_6,question_id_6,question_7,imageurl_7,question_id_7
Is this an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2377849.jpg,1239709,Is this an old woman?,http://ugrad.cs.jhu.edu/~jgualla1/images/2402121.jpg,19111292,Is this an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2349483.jpg,13469837,Does the train look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2379293.jpg,15323779,Is the boy old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2382855.jpg,17316977,Is this an old girl?,http://ugrad.cs.jhu.edu/~jgualla1/images/2370047.jpg,16733884,Does he look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2374800.jpg,00398004,Is this an old girl?,http://ugrad.cs.jhu.edu/~jgualla1/images/2371728.jpg,08695178
Is the person old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2413765.jpg,14716998,Is the man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2390743.jpg,18961402,Does this girl look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/1082.jpg,04189733,Does the red vehicle look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2374714.jpg,191024063,Does the skier look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2415046.jpg,0726638,Does this woman look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2386261.jpg,06861666,Does the mattress look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2397563.jpg,17135465,Is the car old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2525.jpg,03423640
Is this an old bus?,http://ugrad.cs.jhu.edu/~jgualla1/images/2365270.jpg,04109337,Does the boy look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2369245.jpg,07287045,Does the large device look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2337945.jpg,10877522,Does the device that looks black look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393923.jpg,08929053,Does this boy look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404878.jpg,06792696,Is the man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2399290.jpg,04499858,Does the window look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380573.jpg,17626850,Does the gray elephant look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2343698.jpg,09127066
Is this an old girl?,http://ugrad.cs.jhu.edu/~jgualla1/images/713107.jpg,06467515,Is the boy old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2373271.jpg,13356737,Does the doll that looks green look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2411136.jpg,04174161,Does the boy in the field look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2340921.jpg,07744386,Is this an old girl?,http://ugrad.cs.jhu.edu/~jgualla1/images/2373168.jpg,05749529,Is the sink old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2333341.jpg,16629923,Is the boy old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2369245.jpg,07287044,Is the girl old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2411222.jpg,03236000
Is the man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380779.jpg,06623329,Does she look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2371325.jpg,02245762,Are the trees old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2368037.jpg,18265101,Does the elephant look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2398944.jpg,08758136,Does the tool that is brown look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404504.jpg,18431756,Does the lady look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2392274.jpg,18976700,Does this woman look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2386261.jpg,06861666,Does he look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2322786.jpg,04333806
Is the stove old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2396671.jpg,15665751,Does the woman next to the street seem to be old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2403289.jpg,04996986,Is that boy old?,http://ugrad.cs.jhu.edu/~jgualla1/images/286099.jpg,179463,Is this an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/150449.jpg,13654637,Does the man seem to be old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2388873.jpg,16196649,Is the girl old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2409707.jpg,17569187,Is this an old bench?,http://ugrad.cs.jhu.edu/~jgualla1/images/2356670.jpg,196878,Does the tool that is brown look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404504.jpg,18431756
Does the guy look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/713118.jpg,14470742,Is the woman old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2398883.jpg,00697047,Is this an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2349483.jpg,13469837,Does the train at the station look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2399900.jpg,04482009,Is the lady old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2392274.jpg,18976699,Is the polar bear old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2317229.jpg,18275303,Does the girl look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2411313.jpg,02584555,Is that an old truck?,http://ugrad.cs.jhu.edu/~jgualla1/images/2374714.jpg,191024073
Does the polar bear look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2317229.jpg,18275304,Is the sink old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2333341.jpg,16629923,Is the man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/150449.jpg,13654630,Does the adult man look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2409712.jpg,14641517,Is the woman old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2323777.jpg,16416190,Does the man look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/4206.jpg,11734144,Are the shoes old?,http://ugrad.cs.jhu.edu/~jgualla1/images/150391.jpg,011474,Is the elephant old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2368765.jpg,17102156
Is this an old boy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2404878.jpg,06792701,Does this girl look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2371728.jpg,08695172,Is this an old cow?,http://ugrad.cs.jhu.edu/~jgualla1/images/2397982.jpg,13515001,Is that an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2399407.jpg,162621,Is the man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393007.jpg,01863756,Is this man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2366633.jpg,02574467,Does the old train look modern?,http://ugrad.cs.jhu.edu/~jgualla1/images/2322704.jpg,09947158,Is this an old oven?,http://ugrad.cs.jhu.edu/~jgualla1/images/2413600.jpg,01856346
Is this an old girl?,http://ugrad.cs.jhu.edu/~jgualla1/images/713373.jpg,01490716,Does the couple look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2401622.jpg,09783953,Does the boy look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2412204.jpg,00440194,Is this an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2416531.jpg,00507498,Is this an old boy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2382935.jpg,0446682,Does the boy seem to be old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2373271.jpg,13356738,Does the train look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2364283.jpg,18906746,Is this an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2348897.jpg,1051917
Do the trees look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2368037.jpg,18265102,Is this an old woman?,http://ugrad.cs.jhu.edu/~jgualla1/images/2386261.jpg,06861682,Is he old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2417898.jpg,041019386,Is this an old zebra?,http://ugrad.cs.jhu.edu/~jgualla1/images/2397076.jpg,06589054,Is the woman old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2343586.jpg,02708357,Does the elephant look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2387225.jpg,12670093,Is the girl old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2412502.jpg,10150844,Does the woman look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2399408.jpg,16354
Is this man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2340509.jpg,07153568,Is the girl old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2353868.jpg,16471468,Is the television old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2349334.jpg,161065244,Is the boy old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2364025.jpg,10479180,Is this an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2380018.jpg,02257862,Does the person with the coat look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2374901.jpg,03341056,Is this an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2400302.jpg,05245012,Is this an old elephant?,http://ugrad.cs.jhu.edu/~jgualla1/images/2387842.jpg,04149683
Does the yellow train look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2417245.jpg,00470616,Does that car look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2525.jpg,03423641,Does the boy in the ocean look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2343034.jpg,09367837,Does he seem to be old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2348897.jpg,1051908,Is the boy old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2319887.jpg,04795826,Does the large elephant look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2377602.jpg,13396515,Does he look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393683.jpg,16806697,Is this an old bear?,http://ugrad.cs.jhu.edu/~jgualla1/images/2386043.jpg,1056621
Is this an old child?,http://ugrad.cs.jhu.edu/~jgualla1/images/2371078.jpg,051007574,Is this an old cell phone?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393923.jpg,08929062,Is this an old boy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2384812.jpg,1573514,Is the girl old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2320675.jpg,00632576,Is that couple old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2330088.jpg,03351591,Is the man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2357735.jpg,11537251,Is this an old girl?,http://ugrad.cs.jhu.edu/~jgualla1/images/2345050.jpg,19104275,Does the girl look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2360558.jpg,1472386
Is that couple old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2330088.jpg,03351591,Does the guy look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2413903.jpg,05199779,Does that shop look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2360722.jpg,16736982,Is the girl old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2389643.jpg,041043517,Does the wood table look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2415204.jpg,13676717,Is this an old boy?,http://ugrad.cs.jhu.edu/~jgualla1/images/2340921.jpg,07744392,Does the boy seem to be old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2394852.jpg,0056673,Does the girl look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2360608.jpg,11817201
Does the skater look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2392869.jpg,141036066,Is that an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2389102.jpg,1833831,Does the yellow train look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2417245.jpg,00470616,Does that man look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2322282.jpg,02219843,Is the skier old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2415046.jpg,0726637,Does that truck look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2374714.jpg,191024061,Does the child look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2362810.jpg,126472,Is the woman old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2367328.jpg,02871103
Is this an old giraffe?,http://ugrad.cs.jhu.edu/~jgualla1/images/2390075.jpg,16231628,Is this man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2347905.jpg,03941646,Is this an old woman?,http://ugrad.cs.jhu.edu/~jgualla1/images/2409189.jpg,11680758,Is the woman old?,http://ugrad.cs.jhu.edu/~jgualla1/images/713922.jpg,11684991,Does the polar bear look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2317229.jpg,18275304,Is the man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2375157.jpg,0389846,Does the person with the dog look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/713922.jpg,11684993,Does the man look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393007.jpg,01863757
Does the bench look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2367706.jpg,19110016,Does the boy look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2400089.jpg,17429730,Is the man old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2403289.jpg,04996848,Does the metal vehicle look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2399900.jpg,04482010,Is this an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2390097.jpg,14599064,Does the bus look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2377551.jpg,06438110,Does the book look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2384623.jpg,18555165,Does he look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2390097.jpg,14599060
Does this cell phone look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2393923.jpg,08929051,Is the kid old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2362810.jpg,126471,Is this an old train?,http://ugrad.cs.jhu.edu/~jgualla1/images/2364283.jpg,18906758,Is the television old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2349334.jpg,161065244,Does the woman look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2400329.jpg,1287033,Is this an old man?,http://ugrad.cs.jhu.edu/~jgualla1/images/2391021.jpg,02211124,Does the large device look old?,http://ugrad.cs.jhu.edu/~jgualla1/images/2337945.jpg,10877522,Is that an old woman?,http://ugrad.cs.jhu.edu/~jgualla1/images/2399053.jpg,131059161
