question_0,imageurl_0,question_1,imageurl_1,question_2,imageurl_2,question_3,imageurl_3,question_4,imageurl_4,question_5,imageurl_5,question_6,imageurl_6,question_7,imageurl_7
Is the sky cloudy?,http://farm9.staticflickr.com/8489/8172822517_fa8955e2c6_z.jpg,Is it cloudy?,http://farm8.staticflickr.com/7078/7180977508_53df5faa1e_z.jpg,Is it a cloudy day?,http://farm9.staticflickr.com/8349/8226415311_83ee56c699_z.jpg,Is the sky cloudy?,http://farm4.staticflickr.com/3125/2772347036_a4fdb15537_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3625/3457379682_58db8e04b6_z.jpg,Is it cloudy?,http://farm9.staticflickr.com/8361/8410647972_e204dd8b8f_z.jpg,Is it a cloudy day?,http://farm4.staticflickr.com/3158/2857511992_955421b0a0_z.jpg,Is this a cloudy day?,http://farm1.staticflickr.com/83/412027192_6351daad0f_z.jpg
Is the sky cloudy?,http://farm7.staticflickr.com/6037/6321471153_3c3c76382d_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4032/4346120601_ba7aa23254_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3767/9379148210_3d75b028bf_z.jpg,Is it cloudy?,http://farm1.staticflickr.com/57/207941010_b54e1b6623_z.jpg,Does it look cloudy in the background?,http://farm6.staticflickr.com/5519/9895411456_c7d4fec31a_z.jpg,Is it a cloudy day?,http://farm4.staticflickr.com/3261/2679320646_da19181d15_z.jpg,Is it cloudy?,http://farm8.staticflickr.com/7084/7237944298_cde9a4abaf_z.jpg,Is it cloudy out?,http://farm2.staticflickr.com/1006/5182389877_4327fdb968_z.jpg
Is the sky cloudy?,http://farm4.staticflickr.com/3740/9712779313_f69d37ecde_z.jpg,Is the sky cloudy?,http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg,Is the sky cloudy?,http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg,Is it cloudy?,http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg,Is it cloudy outside?,http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg,Is it cloudy?,http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg,Is the sky cloudy?,http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg
Is it cloudy?,http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg,Is it cloudy?,http://farm1.staticflickr.com/89/232344766_98fe5416dd_z.jpg,Is it cloudy?,http://farm8.staticflickr.com/7370/10116775674_69c56149ec_z.jpg,Is it a cloudy day?,http://farm1.staticflickr.com/32/54964988_30ea3a9432_z.jpg,Is it cloudy?,http://farm3.staticflickr.com/2770/4257885274_0db4aa22ff_z.jpg,Is it a cloudy day?,http://farm7.staticflickr.com/6131/6013605653_f288ed7bf2_z.jpg,Is it a cloudy day?,http://farm7.staticflickr.com/6186/6160889505_e0564c36a4_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4129/4971275033_f54144d5f0_z.jpg
Is the sky cloudy?,http://farm1.staticflickr.com/199/550952789_8bb9a51f6b_z.jpg,Is it cloudy outside?,http://farm8.staticflickr.com/7034/6577341793_8fccd2959e_z.jpg,Is the weather cloudy in this picture?,http://farm9.staticflickr.com/8479/8162910425_8b3dd0786f_z.jpg,Is it a cloudy day?,http://farm3.staticflickr.com/2093/2033601407_432b6df68d_z.jpg,Is it cloudy?,http://farm7.staticflickr.com/6084/6135958721_5fa2d469b7_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3606/3424164985_4fa000ce2b_z.jpg,Is the sky cloudy?,http://farm9.staticflickr.com/8289/7712275666_373e5c194e_z.jpg,Is it a cloudy day?,http://farm8.staticflickr.com/7138/7519439720_c99eed2bea_z.jpg
Is it cloudy?,http://farm4.staticflickr.com/3686/9404551615_6af13a75ee_z.jpg,Is this a cloudy day?,http://farm4.staticflickr.com/3250/2742066276_abce811a04_z.jpg,Is it cloudy?,http://farm1.staticflickr.com/12/15736451_83f3ad997b_z.jpg,Is it cloudy?,http://farm9.staticflickr.com/8374/8480347780_447024d0e6_z.jpg,Is this a cloudy day?,http://farm8.staticflickr.com/7236/7267974418_312ba15fec_z.jpg,Is the sky cloudy?,http://farm1.staticflickr.com/193/503756035_1ee638dfba_z.jpg,Does the sky look cloudy?,http://farm9.staticflickr.com/8371/8475027324_4a0637ae5d_z.jpg,Is the sky cloudy?,http://farm6.staticflickr.com/5014/5480241977_db50dee960_z.jpg
Is it cloudy?,http://farm3.staticflickr.com/2558/3737282550_bd25c73d37_z.jpg,Is it cloudy?,http://farm9.staticflickr.com/8535/8696894358_faa500bf9c_z.jpg,Is it cloudy?,http://farm3.staticflickr.com/2167/2484847830_d757faee4a_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4074/4917109116_5c26c095c3_z.jpg,Is it cloudy?,http://farm7.staticflickr.com/6017/6004445922_797e377a95_z.jpg,Is it cloudy?,http://farm6.staticflickr.com/5267/5663678291_d2b6f74296_z.jpg,Is it a cloudy day?,http://farm9.staticflickr.com/8233/8463373424_8ae84a02cb_z.jpg,Are the skies cloudy?,http://farm8.staticflickr.com/7415/9439527323_efcf837a5d_z.jpg
Is the sky cloudy?,http://farm9.staticflickr.com/8118/8702784912_b9888666e7_z.jpg,Is the sky cloudy?,http://farm7.staticflickr.com/6168/6169682649_fe898f59b2_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4039/4674603670_a5139bc60f_z.jpg,Is the sky cloudy?,http://farm4.staticflickr.com/3727/9288887696_72f9708fdb_z.jpg,Is it cloudy?,http://farm3.staticflickr.com/2469/3566977264_f3d5be9686_z.jpg,Is it cloudy?,http://farm3.staticflickr.com/2846/9521756685_3ca1eaa84c_z.jpg,Is the sky cloudy?,http://farm8.staticflickr.com/7239/7044105665_435f6c02b3_z.jpg,Is this a cloudy day?,http://farm4.staticflickr.com/3827/9423655458_e4d57571d9_z.jpg
Is it cloudy?,http://farm3.staticflickr.com/2338/2121474444_4345f35f5a_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3010/2749181045_ed450e5d36_z.jpg,Is this a cloudy day?,http://farm1.staticflickr.com/167/395636655_fd6e5ad302_z.jpg,Is this a cloudy day?,http://farm1.staticflickr.com/76/189768893_0b134ef8ed_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3747/9701521482_5039df2e33_z.jpg,Is the sky cloudy?,http://farm8.staticflickr.com/7110/7126269053_ba228a76c3_z.jpg,Is it a cloudy day?,http://farm3.staticflickr.com/2853/9686619664_a0b8267a80_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3012/2788219388_a84a4cd96c_z.jpg
Is the sky cloudy?,http://farm8.staticflickr.com/7279/7056003099_2652720fb3_z.jpg,Is it cloudy outside?,http://farm9.staticflickr.com/8199/8161876342_3f38c8a5d5_z.jpg,Is the sky cloudy?,http://farm9.staticflickr.com/8178/8031517692_0088ed4595_z.jpg,Is it a cloudy day?,http://farm9.staticflickr.com/8211/8441054650_b73a098ab7_z.jpg,Is it cloudy?,http://farm8.staticflickr.com/7364/9286140471_bf622418d5_z.jpg,Is the sky cloudy?,http://farm9.staticflickr.com/8472/8105005783_c3ffddde97_z.jpg,Is it cloudy?,http://farm8.staticflickr.com/7199/6867493226_7ed3764c20_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3646/3502463768_7fb28a4418_z.jpg
Is it cloudy?,http://farm2.staticflickr.com/1006/558049940_13ffe5782b_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4041/4525509517_54b246ab87_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4133/5072239959_39d366b6bb_z.jpg,Is it cloudy?,http://farm2.staticflickr.com/1323/4597894677_0aa1bd6b43_z.jpg,Is the day cloudy?,http://farm2.staticflickr.com/1406/536074086_cde15f2a5c_z.jpg,Is the sky cloudy?,http://farm6.staticflickr.com/5108/5742220760_2d5b5f256c_z.jpg,Is it cloudy?,http://farm1.staticflickr.com/12/70123859_0a342bec53_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3564/3518730959_3cdbbff0a9_z.jpg
Is it a cloudy day?,http://farm8.staticflickr.com/7341/9420428165_2cd516f928_z.jpg,Is it cloudy?,http://farm1.staticflickr.com/220/478531279_6848cf1387_z.jpg,Is it cloudy?,http://farm1.staticflickr.com/96/212501301_0c33cafcde_z.jpg,Is the sky cloudy?,http://farm5.staticflickr.com/4043/4466348868_cd5cdae1f8_z.jpg,Is this a cloudy day?,http://farm2.staticflickr.com/1169/541175475_cf575c83ba_z.jpg,Is it a cloudy day?,http://farm1.staticflickr.com/56/156111943_f36e0ca0ac_z.jpg,Is it a cloudy day?,http://farm2.staticflickr.com/1241/566399584_8297f33c08_z.jpg,Is the day cloudy?,http://farm1.staticflickr.com/41/94650694_7a3bfc0f78_z.jpg
Does the sky look cloudy?,http://farm5.staticflickr.com/4147/5083833196_c0a2d9a896_z.jpg,Is it a cloudy day?,http://farm5.staticflickr.com/4042/4451470470_f963df1480_z.jpg,Is it a cloudy day?,http://farm9.staticflickr.com/8549/8787262868_af184b1e39_z.jpg,Is it cloudy?,http://farm2.staticflickr.com/1290/1154968979_7f02ba6278_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3500/3924861933_a9b1aa2215_z.jpg,Is it a cloudy day?,http://farm8.staticflickr.com/7405/9305068094_d3f87239e7_z.jpg,Is it a cloudy day?,http://farm7.staticflickr.com/6209/6114405621_3ce4e9126e_z.jpg,Is the sky cloudy?,http://farm7.staticflickr.com/6209/6114405621_3ce4e9126e_z.jpg
Is the sky cloudy?,http://farm3.staticflickr.com/2346/2073636430_1aa5c972cd_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3687/9474006280_e853c48fc0_z.jpg,Is it a cloudy day?,http://farm1.staticflickr.com/200/477064974_086edc4741_z.jpg,Is the sky cloudy?,http://farm1.staticflickr.com/48/130889820_b2decb54d1_z.jpg,Is the sky cloudy?,http://farm1.staticflickr.com/23/25050798_0459d6de8f_z.jpg,Is it a cloudy day?,http://farm8.staticflickr.com/7242/7157814431_0afe2211fc_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3807/9817151296_f830096115_z.jpg,Is it cloudy?,http://farm1.staticflickr.com/164/438354918_53511df738_z.jpg
Is the sky cloudy?,http://farm3.staticflickr.com/2761/4417033978_17e480e845_z.jpg,Is it a cloudy day?,http://farm7.staticflickr.com/6184/6119664609_cdb276c4af_z.jpg,Is it cloudy?,http://farm7.staticflickr.com/6184/6119664609_cdb276c4af_z.jpg,Is it cloudy?,http://farm6.staticflickr.com/5327/8939692929_e57b075cdd_z.jpg,Is it cloudy outside?,http://farm4.staticflickr.com/3756/9541696741_ab49047233_z.jpg,Is it a cloudy day?,http://farm7.staticflickr.com/6196/6094653766_358b6466db_z.jpg,Is it a cloudy day?,http://farm9.staticflickr.com/8472/8102563974_1f16d1d83f_z.jpg,Is the sky cloudy?,http://farm6.staticflickr.com/5005/5241049143_ebe22d2f2c_z.jpg
Is it a cloudy day?,http://farm9.staticflickr.com/8113/8712051202_4bdd4e2abd_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3801/9293023342_2d38c1d3f6_z.jpg,Is it cloudy?,http://farm6.staticflickr.com/5502/9494034751_952dd15031_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3110/2768938263_8df823f16e_z.jpg,Is it a cloudy day?,http://farm4.staticflickr.com/3110/2768938263_8df823f16e_z.jpg,Is the sky getting cloudy?,http://farm2.staticflickr.com/1259/569042008_413ee88047_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4120/4903501988_fc5152e1c7_z.jpg,Is the sky cloudy?,http://farm8.staticflickr.com/7252/8155029484_63f5677d2a_z.jpg
Is the sky cloudy?,http://farm4.staticflickr.com/3126/2575534269_c048ec04b3_z.jpg,Is it a cloudy day?,http://farm5.staticflickr.com/4038/4389331486_b9d892af41_z.jpg,Is the sky cloudy?,http://farm4.staticflickr.com/3654/3370384907_19733efc29_z.jpg,Is it a very cloudy day?,http://farm4.staticflickr.com/3654/3370384907_19733efc29_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4025/4590246533_c351aefccd_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3275/2838112020_69cf2381cb_z.jpg,Is this a cloudy day?,http://farm6.staticflickr.com/5006/5377700315_e131eaeacb_z.jpg,Is the sky cloudy?,http://farm3.staticflickr.com/2465/3651269603_519d9ce768_z.jpg
Is it a cloudy day?,http://farm9.staticflickr.com/8195/8095641878_aefaa95d0f_z.jpg,Is it cloudy?,http://farm8.staticflickr.com/7275/7454143082_6a04d97d7b_z.jpg,Is it cloudy and raining?,http://farm3.staticflickr.com/2453/3913295535_54ec4de711_z.jpg,Does it look cloudy?,http://farm5.staticflickr.com/4149/4968493038_c42416c296_z.jpg,Is the sky cloudy?,http://farm5.staticflickr.com/4149/4968493038_c42416c296_z.jpg,Is it a cloudy day?,http://farm4.staticflickr.com/3808/9248738094_07b97ac71b_z.jpg,Is it cloudy?,http://farm1.staticflickr.com/31/43558525_b6be31f636_z.jpg,Is it a cloudy day?,http://farm2.staticflickr.com/1167/1386184065_abafc59745_z.jpg
Is it a cloudy day?,http://farm2.staticflickr.com/1052/4597420305_cd920ac686_z.jpg,Is this a cloudy day?,http://farm2.staticflickr.com/1052/4597420305_cd920ac686_z.jpg,Is it a cloudy day?,http://farm5.staticflickr.com/4047/4485393860_a5ef537a67_z.jpg,Is the sky cloudy?,http://farm1.staticflickr.com/1/3270579_6cb75e9210_z.jpg,Is it a cloudy day?,http://farm1.staticflickr.com/1/3270579_6cb75e9210_z.jpg,Is it a cloudy day?,http://farm9.staticflickr.com/8441/7985121366_2a0bb79915_z.jpg,Is it a cloudy day?,http://farm9.staticflickr.com/8262/8665542458_2d5ba01796_z.jpg,Is it cloudy?,http://farm6.staticflickr.com/5269/5581618280_9faefbfea3_z.jpg
Is it a cloudy day?,http://farm3.staticflickr.com/2502/4159425709_43b95a16d7_z.jpg,Is it cloudy in this picture?,http://farm4.staticflickr.com/3120/3164430517_bce55a47ea_z.jpg,Is the sky cloudy?,http://farm9.staticflickr.com/8475/8402942987_3168192e1b_z.jpg,Is it cloudy?,http://farm8.staticflickr.com/7441/10326362663_c59dffe12b_z.jpg,Is this a cloudy day?,http://farm1.staticflickr.com/189/443353849_8424ac932b_z.jpg,Does it look like a cloudy day?,http://farm5.staticflickr.com/4003/4630163420_5b7dd33279_z.jpg,Is the sky cloudy?,http://farm9.staticflickr.com/8103/8556202667_22fd9d3987_z.jpg,Is it cloudy?,http://farm2.staticflickr.com/1177/542179202_9afaa2a422_z.jpg
Is the sky cloudy?,http://farm8.staticflickr.com/7287/8742228785_3bfdd0a8a3_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4086/5172443194_a2f8a878d5_z.jpg,Is this a cloudy day?,http://farm7.staticflickr.com/6074/6086955080_c1d16bee58_z.jpg,Is the sky is cloudy or rainy?,http://farm5.staticflickr.com/4124/4978620997_0f818c4b74_z.jpg,Is it a very cloudy day?,http://farm9.staticflickr.com/8364/8330403198_5c5d71f24d_z.jpg,Is it cloudy?,http://farm9.staticflickr.com/8436/7742996818_e96c2a4eaa_z.jpg,Is it a cloudy day out?,http://farm3.staticflickr.com/2574/3757183630_9211728a62_z.jpg,Is it cloudy?,http://farm8.staticflickr.com/7186/6887660885_0ab56bfd53_z.jpg
Was this picture taken on a cloudy day?,http://farm5.staticflickr.com/4046/4371713365_abf9fc9216_z.jpg,Is the sky cloudy?,http://farm1.staticflickr.com/53/148343907_5bc7ff1815_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3718/9590319495_a0843623bc_z.jpg,Is it a cloudy day?,http://farm1.staticflickr.com/214/494160193_0771e169fe_z.jpg,Is it a cloudy day?,http://farm3.staticflickr.com/2888/9949554704_2d83a87fea_z.jpg,Is it cloudy?,http://farm9.staticflickr.com/8193/8404037624_ca21c43542_z.jpg,Is the sky cloudy?,http://farm4.staticflickr.com/3706/9461985438_7c1b838317_z.jpg,Is it a cloudy day?,http://farm6.staticflickr.com/5467/9789450173_4b344b70d9_z.jpg
Is it cloudy?,http://farm3.staticflickr.com/2850/9442847230_45ab94b4d7_z.jpg,Is it a cloudy day?,http://farm6.staticflickr.com/5134/5503711284_e572689b56_z.jpg,Is the sky cloudy?,http://farm4.staticflickr.com/3818/9721900369_5dd865a9e6_z.jpg,Is it cloudy?,http://farm9.staticflickr.com/8260/8644098548_3fb3abc459_z.jpg,Is it cloudy?,http://farm6.staticflickr.com/5528/9331542652_5654f0bb62_z.jpg,Is it a cloudy day?,http://farm9.staticflickr.com/8415/8713324040_4837aee9bc_z.jpg,Is it cloudy?,http://farm7.staticflickr.com/6009/5953681903_1c0742ca79_z.jpg,Is the sky cloudy?,http://farm3.staticflickr.com/2676/3954376396_da0f9a6a9c_z.jpg
Is the sky cloudy?,http://farm5.staticflickr.com/4078/4943141700_6f28113cb5_z.jpg,Is it cloudy outside?,http://farm6.staticflickr.com/5082/5304756707_43caac4ab8_z.jpg,Is it a cloudy day?,http://farm6.staticflickr.com/5249/5214590075_98de040094_z.jpg,Is this a cloudy day?,http://farm4.staticflickr.com/3008/2596228326_01c7f7ea4c_z.jpg,Is it cloudy?,http://farm2.staticflickr.com/1126/1138061201_afcf32e323_z.jpg,Is it cloudy?,http://farm3.staticflickr.com/2297/2180235687_c7450af8e2_z.jpg,Is this a cloudy day?,http://farm9.staticflickr.com/8006/7649288526_9322f152fb_z.jpg,Is it cloudy?,http://farm1.staticflickr.com/119/288584351_036d824b31_z.jpg
Is it cloudy outside?,http://farm1.staticflickr.com/50/107443598_ba001a9adf_z.jpg,Is it cloudy outside?,http://farm5.staticflickr.com/4091/4969954027_4bdbb4caa8_z.jpg,Is it cloudy?,http://farm4.staticflickr.com/3001/3045372472_ec661a41b4_z.jpg,Is the sky cloudy?,http://farm7.staticflickr.com/6194/6066765529_5a5b8a5453_z.jpg,Is the sky cloudy?,http://farm4.staticflickr.com/3682/9722925856_b741def5e7_z.jpg,Is the sky cloudy?,http://farm6.staticflickr.com/5444/9105582925_be8542755b_z.jpg,Is it cloudy?,http://farm5.staticflickr.com/4072/4223539475_9016920357_z.jpg,Does it look cloudy in the background?,http://farm8.staticflickr.com/7367/9477499194_10d186fe19_z.jpg
Is it cloudy?,http://farm6.staticflickr.com/5334/9408036139_dfe9fe0b67_z.jpg,Is the sky cloudy?,http://farm7.staticflickr.com/6144/6044005267_565462e1cb_z.jpg,Is it cloudy outside the window?,http://farm8.staticflickr.com/7356/9825466745_e980504f46_z.jpg,Is it cloudy?,http://farm6.staticflickr.com/5036/5893206413_7ac9e51bec_z.jpg,Is it cloudy?,http://farm9.staticflickr.com/8238/8435881823_67f0e66e6a_z.jpg,Is the sky cloudy?,http://farm9.staticflickr.com/8429/7529709482_18081b9c70_z.jpg,Is the sky cloudy?,http://farm8.staticflickr.com/7147/6411222281_6d9ccbc41e_z.jpg,Is it cloudy outdoors?,http://farm6.staticflickr.com/5253/5525311094_2204bceb6c_z.jpg
