question_0,imageurl_0,question_1,imageurl_1,question_2,imageurl_2,question_3,imageurl_3,question_4,imageurl_4,question_5,imageurl_5,question_6,imageurl_6,question_7,imageurl_7
Does the blue sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2371990.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2415053.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/1159902.jpg,Does that sky seem to be cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2393365.jpg,Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2383696.jpg,Is that sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2406090.jpg,Does the sky that looks blue seem to be cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2337984.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2395628.jpg
Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2345474.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2362708.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2425.jpg,Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2396300.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2330973.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2341542.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2374597.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2350378.jpg
Does the blue sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2377657.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2388187.jpg,Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2382140.jpg,Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2390681.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2390970.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2397825.jpg,Is the weather cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2400768.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2385442.jpg
Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2416528.jpg,Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2318396.jpg,Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2401364.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2389541.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2398008.jpg,Does the blue sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2343903.jpg,Is the weather cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2372217.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2335269.jpg
Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2357882.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2391082.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2345600.jpg,Is the weather cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2394960.jpg,Is that sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2322133.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2358953.jpg,Is it cloudy in the picture?,ugrad.cs.jhu.edu/~jgualla1/images/713765.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/1430.jpg
Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2361880.jpg,Is the weather cloudy in this image?,ugrad.cs.jhu.edu/~jgualla1/images/2342753.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2327664.jpg,Does that sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/713765.jpg,Is the weather cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2407938.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2346425.jpg,Is the weather cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/4897.jpg,Is the weather cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2397545.jpg
Does the window look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2408373.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2360826.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2383943.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2395221.jpg,Is the weather cloudy today?,ugrad.cs.jhu.edu/~jgualla1/images/2318140.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/4208.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2377303.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2366091.jpg
Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2397829.jpg,Does the dark sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2407152.jpg,Is it cloudy in this photo?,ugrad.cs.jhu.edu/~jgualla1/images/2377303.jpg,Is the weather cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2396744.jpg,Does the blue sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2345563.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2350378.jpg,Does the blue sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2403228.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2400829.jpg
Does the gray sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2326372.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2377608.jpg,Does the blue sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2404046.jpg,Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2400829.jpg,Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2402863.jpg,Is the weather cloudy today?,ugrad.cs.jhu.edu/~jgualla1/images/2379185.jpg,Is that sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2404259.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2370484.jpg
Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/988.jpg,Is the weather cloudy today?,ugrad.cs.jhu.edu/~jgualla1/images/2397397.jpg,Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2395165.jpg,Is it cloudy in the image?,ugrad.cs.jhu.edu/~jgualla1/images/2381538.jpg,Is it cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/498259.jpg,Is the sky cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2318284.jpg,Is the window cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2354077.jpg,Does the sky look cloudy?,ugrad.cs.jhu.edu/~jgualla1/images/2364419.jpg
